canonical,cell_name,count,logic_expr,n_inputs,tt_weight,anf_degree,is_affine,is_symmetric,is_monotone,is_anti_monotone,output_inv_count,input_inv_count,fet_count,n_nmos,n_pmos,nfin_n_total,nfin_p_total,nfin_ratio,max_stack_n,max_stack_p,n_internal_nets,total_transistors,cpp_min,cell_fraction,cpp_min_ds
0b11101001,3input0x3F_X1_DH_P,0,[UNCLASSIFIED_FALLBACK] ,3,0.625000,3,0,1,0,0,1,0,20,10,10,20,20,1.000000,1,1,9,20,10,0.000000,10
0b11101010,OAI21_X1,0,,3,0.625000,3,0,0,0,1,0,3,6,3,3,6,6,1.000000,2,2,2,6,3,0.000000,3
0b11101010,OAI21_X2,0,,3,0.625000,3,0,0,0,1,0,3,6,3,3,6,6,1.000000,2,2,2,6,3,0.000000,3
0b11101011,3input0x41_X1,0,[UNCLASSIFIED_FALLBACK] ,3,0.750000,2,0,0,0,0,0,1,14,7,7,14,14,1.000000,2,2,6,14,7,0.000000,7
0b11101011,3input0x41_X1_DH_P,0,[UNCLASSIFIED_FALLBACK] ,3,0.750000,2,0,0,0,0,0,1,14,7,7,14,14,1.000000,2,2,6,14,7,0.000000,7
0b11101111,3input0x42_X1,0,[UNCLASSIFIED_FALLBACK] ,3,0.875000,3,0,0,0,0,0,2,8,4,4,8,8,1.000000,3,1,3,8,4,0.000000,4
0b11111110,NAND3_X1,0,,3,0.875000,3,0,1,0,1,0,3,6,3,3,6,6,1.000000,3,1,2,6,3,0.000000,3
0b11111110,NAND3_X2,0,,3,0.875000,3,0,1,0,1,0,3,6,3,3,6,6,1.000000,3,1,2,6,3,0.000000,3
0b1000000000000000,NOR4_X1,0,,4,0.062500,4,0,1,0,1,0,4,8,4,4,8,8,1.000000,1,4,3,8,4,0.000000,4
0b1000000000000000,NOR4_X2,0,,4,0.062500,4,0,1,0,1,0,4,8,4,4,8,8,1.000000,1,4,3,8,4,0.000000,4
0b1000100010000000,AOI211_X1,0,,4,0.187500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,3,3,8,4,0.000000,4
0b1110111011100000,AOI22_X1,0,,4,0.562500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,2,3,8,4,0.000000,4
0b1110111011100000,AOI22_X2,0,,4,0.562500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,2,3,8,4,0.000000,4
0b1111100010001000,OAI22_X1,0,,4,0.437500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,2,3,8,4,0.000000,4
0b1111100010001000,OAI22_X2,0,,4,0.437500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,2,3,8,4,0.000000,4
0b1111111011101110,OAI211_X1,0,,4,0.812500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,3,2,3,8,4,0.000000,4
0b1111111111111110,NAND4_X1,0,,4,0.937500,4,0,1,0,1,0,4,8,4,4,8,8,1.000000,4,1,3,8,4,0.000000,4
0b1111111111111110,NAND4_X2,0,,4,0.937500,4,0,1,0,1,0,4,8,4,4,8,8,1.000000,4,1,3,8,4,0.000000,4
0b10101000101010001010100000000000,AOI221_X1,0,,5,0.281250,5,0,0,0,1,0,5,10,5,5,10,10,1.000000,2,3,4,10,5,0.000000,5
0b11111111111010101110101011101010,OAI221_X1,0,,5,0.718750,5,0,0,0,1,0,5,10,5,5,10,10,1.000000,3,2,4,10,5,0.000000,5
0b1110111011100000111011101110000011101110111000000000000000000000,AOI222_X1_SH,0,,6,0.421875,6,0,0,0,1,0,6,12,6,6,12,12,1.000000,2,3,5,12,6,0.000000,6
0b1111111111111111111110001000100011111000100010001111100010001000,OAI222_X1_SH,0,,6,0.578125,6,0,0,0,1,0,6,12,6,6,12,12,1.000000,3,2,5,12,6,0.000000,6
0b1000000010001000,4input0x000288_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.187500,4,0,0,0,0,1,3,12,6,6,12,12,1.000000,1,3,5,12,7,0.000000,7
0b0000000000000010,4input0x0002_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.062500,4,0,0,0,0,1,1,10,5,5,10,10,1.000000,1,2,4,10,5,0.000000,5
0b0000000000000010,4input0x0002_X2,0,[UNCLASSIFIED_FALLBACK] ,4,0.062500,4,0,0,0,0,1,1,10,5,5,10,10,1.000000,1,2,4,10,5,0.000000,5
0b0000000010000000,4input0x0080_X2,0,[UNCLASSIFIED_FALLBACK] ,4,0.062500,4,0,0,0,0,1,3,12,6,6,12,12,1.000000,1,3,5,12,6,0.000000,6
0b1111100000000000,4input0x00A888_X1,0,,4,0.312500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,3,3,8,4,0.000000,4
0b1111100000000000,4input0x00A888_X2,0,,4,0.312500,4,0,0,0,1,0,4,8,4,4,8,8,1.000000,2,3,3,8,4,0.000000,4
0b1010100010101010,4input0x00A8AA_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.437500,4,0,0,0,0,0,3,12,6,6,12,12,1.000000,2,2,5,12,6,0.000000,6
0b1010100010101010,4input0x00A8AA_X2,0,[UNCLASSIFIED_FALLBACK] ,4,0.437500,4,0,0,0,0,0,3,12,6,6,12,12,1.000000,2,2,5,12,6,0.000000,6
0b0000000010101000,4input0x00A8_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.187500,4,0,0,0,0,1,3,12,6,6,12,12,1.000000,2,2,5,12,6,0.000000,6
0b0000000010101000,4input0x00A8_X2,0,[UNCLASSIFIED_FALLBACK] ,4,0.187500,4,0,0,0,0,1,3,12,6,6,12,12,1.000000,2,2,5,12,6,0.000000,6
0b0101010101010111,4input0x01FF_X1,0,,4,0.562500,4,0,0,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
0b0101010101010111,4input0x01FF_X2,0,,4,0.562500,4,0,0,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
0b0000001101010111,4input0x0357_X1,0,,4,0.437500,4,0,0,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
0b0000011101110111,4input0x0777_X1,0,,4,0.562500,4,0,0,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
0b0000011101110111,4input0x0777_X2,0,,4,0.562500,4,0,0,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
0b0001101111111111,4input0x1BFF_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.750000,3,0,0,0,0,0,0,16,8,8,16,16,1.000000,2,2,7,16,9,0.000000,9
0b0111100000000000,4input0x2888_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.250000,3,0,0,0,0,1,1,18,9,9,18,18,1.000000,1,2,8,18,18,0.000000,18
0b1101000111000000,4input0x38B_X1,0,[UNCLASSIFIED_FALLBACK] ,4,0.375000,3,0,0,0,0,0,2,12,6,6,12,12,1.000000,2,2,5,12,6,0.000000,6
0b0111111111111111,4input0x7FFF_X1,0,,4,0.937500,4,0,1,1,0,1,0,10,5,5,10,10,1.000000,1,1,4,10,5,0.000000,5
