target_name,target_key,base_name,base_key,status,base_count,inv_count,total,reason,elapsed_s
3input0x15_X1_DH_P,0b00101101,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.81
3input0x15_X1_DH_P,0b00101101,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.66
3input0x15_X1_DH_P,0b00101101,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.46
3input0x15_X1_DH_P,0b00101101,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.76
3input0x16_X1,0b00101110,AND3_X1,0b00000001,OK,4,5,9,,9.35
3input0x16_X1,0b00101110,OR3_X1,0b01111111,OK,4,5,9,,11.52
3input0x16_X1,0b00101110,AOI21_X1,0b10101000,OK,3,0,3,,0.20
3input0x16_X1,0b00101110,OAI21_X1,0b11101010,OK,3,0,3,,0.21
3input0x16_X1,0b00101110,NAND3_X1,0b11111110,OK,6,0,6,,1.40
3input0x16_X1,0b00101110,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.55
3input0x16_X1,0b00101110,AOI22_X1,0b1110111011100000,OK,2,1,3,,0.42
3input0x16_X1,0b00101110,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.52
3input0x16_X1,0b00101110,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.84
3input0x17_X1,0b00101111,AND3_X1,0b00000001,OK,2,5,7,,2.03
3input0x17_X1,0b00101111,OR3_X1,0b01111111,OK,2,3,5,,1.63
3input0x17_X1,0b00101111,AOI21_X1,0b10101000,OK,3,0,3,,0.23
3input0x17_X1,0b00101111,OAI21_X1,0b11101010,OK,3,0,3,,0.27
3input0x17_X1,0b00101111,NAND3_X1,0b11111110,OK,5,0,5,,0.69
3input0x17_X1,0b00101111,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.43
3input0x17_X1,0b00101111,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.78
3input0x17_X1,0b00101111,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.57
3input0x17_X1,0b00101111,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.86
3input0x18_X1,0b00111101,AND3_X1,0b00000001,OK,3,6,9,,23.89
3input0x18_X1,0b00111101,OR3_X1,0b01111111,OK,3,6,9,,37.54
3input0x18_X1,0b00111101,AOI21_X1,0b10101000,OK,4,0,4,,0.38
3input0x18_X1,0b00111101,OAI21_X1,0b11101010,OK,2,1,3,,0.21
3input0x18_X1,0b00111101,NAND3_X1,0b11111110,OK,5,0,5,,0.89
3input0x18_X1,0b00111101,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.76
3input0x18_X1,0b00111101,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.96
3input0x18_X1,0b00111101,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.72
3input0x18_X1,0b00111101,OAI211_X1,0b1111111011101110,OK,3,1,4,,1.01
3input0x19_X1,0b00111110,AND3_X1,0b00000001,OK,3,5,8,,3.59
3input0x19_X1,0b00111110,OR3_X1,0b01111111,OK,4,5,9,,21.30
3input0x19_X1,0b00111110,AOI21_X1,0b10101000,OK,3,1,4,,0.54
3input0x19_X1,0b00111110,OAI21_X1,0b11101010,OK,4,0,4,,0.53
3input0x19_X1,0b00111110,NAND3_X1,0b11111110,OK,5,0,5,,0.68
3input0x19_X1,0b00111110,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.90
3input0x19_X1,0b00111110,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.69
3input0x19_X1,0b00111110,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.05
3input0x19_X1,0b00111110,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.33
3input0x4_X1,0b01000000,AND3_X1,0b00000001,OK,1,2,3,,0.14
3input0x4_X1,0b01000000,OR3_X1,0b01111111,OK,1,2,3,,0.34
3input0x4_X1,0b01000000,AOI21_X1,0b10101000,OK,4,0,4,,0.35
3input0x4_X1,0b01000000,OAI21_X1,0b11101010,OK,4,0,4,,0.38
3input0x4_X1,0b01000000,NAND3_X1,0b11111110,OK,2,2,4,,0.58
3input0x4_X1,0b01000000,AOI211_X1,0b1000100010000000,OK,1,1,2,,0.13
3input0x4_X1,0b01000000,AOI22_X1,0b1110111011100000,OK,2,2,4,,1.03
3input0x4_X1,0b01000000,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.36
3input0x4_X1,0b01000000,OAI211_X1,0b1111111011101110,OK,2,2,4,,1.22
3input0x5_X1,0b01000001,AND3_X1,0b00000001,OK,4,3,7,,2.64
3input0x5_X1,0b01000001,OR3_X1,0b01111111,OK,4,5,9,,23.24
3input0x5_X1,0b01000001,AOI21_X1,0b10101000,OK,4,0,4,,0.42
3input0x5_X1,0b01000001,OAI21_X1,0b11101010,OK,5,0,5,,0.81
3input0x5_X1,0b01000001,NAND3_X1,0b11111110,OK,4,1,5,,1.05
3input0x5_X1,0b01000001,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.46
3input0x5_X1,0b01000001,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.64
3input0x5_X1,0b01000001,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.86
3input0x5_X1,0b01000001,OAI211_X1,0b1111111011101110,OK,2,2,4,,0.81
3input0x6_X1,0b01010001,AND3_X1,0b00000001,OK,2,3,5,,0.59
3input0x6_X1,0b01010001,OR3_X1,0b01111111,OK,2,5,7,,2.53
3input0x6_X1,0b01010001,AOI21_X1,0b10101000,OK,3,0,3,,0.18
3input0x6_X1,0b01010001,OAI21_X1,0b11101010,OK,3,0,3,,0.37
3input0x6_X1,0b01010001,NAND3_X1,0b11111110,OK,5,0,5,,0.98
3input0x6_X1,0b01010001,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.87
3input0x6_X1,0b01010001,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.79
3input0x6_X1,0b01010001,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.76
3input0x6_X1,0b01010001,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.89
3input0x7_X1,0b01010100,AND3_X1,0b00000001,OK,2,2,4,,0.92
3input0x7_X1,0b01010100,OR3_X1,0b01111111,OK,4,4,8,,4.45
3input0x7_X1,0b01010100,AOI21_X1,0b10101000,OK,2,0,2,,0.09
3input0x7_X1,0b01010100,OAI21_X1,0b11101010,OK,4,0,4,,0.52
3input0x7_X1,0b01010100,NAND3_X1,0b11111110,OK,3,1,4,,0.45
3input0x7_X1,0b01010100,AOI211_X1,0b1000100010000000,OK,2,1,3,,0.36
3input0x7_X1,0b01010100,AOI22_X1,0b1110111011100000,OK,2,1,3,,0.61
3input0x7_X1,0b01010100,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.53
3input0x7_X1,0b01010100,OAI211_X1,0b1111111011101110,OK,2,2,4,,0.87
3input0x1A_X1,0b01101000,AND3_X1,0b00000001,TIMEOUT,,,,,38.03
3input0x1A_X1,0b01101000,OR3_X1,0b01111111,TIMEOUT,,,,,39.46
3input0x1A_X1,0b01101000,AOI21_X1,0b10101000,OK,5,0,5,,1.36
3input0x1A_X1,0b01101000,OAI21_X1,0b11101010,OK,5,0,5,,0.71
3input0x1A_X1,0b01101000,NAND3_X1,0b11111110,OK,4,3,7,,4.59
3input0x1A_X1,0b01101000,AOI211_X1,0b1000100010000000,OK,4,1,5,,1.12
3input0x1A_X1,0b01101000,AOI22_X1,0b1110111011100000,OK,5,1,6,,4.92
3input0x1A_X1,0b01101000,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.80
3input0x1A_X1,0b01101000,OAI211_X1,0b1111111011101110,OK,5,1,6,,3.39
3input0x1B_X1_DH_N,0b01101001,AND3_X1,0b00000001,TIMEOUT,,,,,40.26
3input0x1B_X1_DH_N,0b01101001,OR3_X1,0b01111111,TIMEOUT,,,,,65.61
3input0x1B_X1_DH_N,0b01101001,AOI21_X1,0b10101000,OK,6,0,6,,1.42
3input0x1B_X1_DH_N,0b01101001,OAI21_X1,0b11101010,OK,6,0,6,,2.07
3input0x1B_X1_DH_N,0b01101001,NAND3_X1,0b11111110,OK,8,0,8,,6.06
3input0x1B_X1_DH_N,0b01101001,AOI211_X1,0b1000100010000000,OK,5,1,6,,1.66
3input0x1B_X1_DH_N,0b01101001,AOI22_X1,0b1110111011100000,OK,4,1,5,,2.32
3input0x1B_X1_DH_N,0b01101001,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.42
3input0x1B_X1_DH_N,0b01101001,OAI211_X1,0b1111111011101110,OK,5,1,6,,3.27
3input0x1C_X1,0b01101010,AND3_X1,0b00000001,TIMEOUT,,,,,53.87
3input0x1C_X1,0b01101010,OR3_X1,0b01111111,OK,4,4,8,,4.52
3input0x1C_X1,0b01101010,AOI21_X1,0b10101000,OK,4,0,4,,0.33
3input0x1C_X1,0b01101010,OAI21_X1,0b11101010,OK,4,0,4,,0.70
3input0x1C_X1,0b01101010,NAND3_X1,0b11111110,OK,7,0,7,,2.43
3input0x1C_X1,0b01101010,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.82
3input0x1C_X1,0b01101010,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.01
3input0x1C_X1,0b01101010,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.64
3input0x1C_X1,0b01101010,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.34
3input0x1D_X1_DH_N,0b01101011,AND3_X1,0b00000001,TIMEOUT,,,,,62.53
3input0x1D_X1_DH_N,0b01101011,OR3_X1,0b01111111,TIMEOUT,,,,,37.93
3input0x1D_X1_DH_N,0b01101011,AOI21_X1,0b10101000,OK,5,0,5,,0.64
3input0x1D_X1_DH_N,0b01101011,OAI21_X1,0b11101010,OK,4,0,4,,0.40
3input0x1D_X1_DH_N,0b01101011,NAND3_X1,0b11111110,OK,7,0,7,,2.22
3input0x1D_X1_DH_N,0b01101011,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.90
3input0x1D_X1_DH_N,0b01101011,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.39
3input0x1D_X1_DH_N,0b01101011,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.10
3input0x1D_X1_DH_N,0b01101011,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.32
3input0x1E_X1,0b01101110,AND3_X1,0b00000001,OK,3,6,9,,24.85
3input0x1E_X1,0b01101110,OR3_X1,0b01111111,OK,5,4,9,,9.48
3input0x1E_X1,0b01101110,AOI21_X1,0b10101000,OK,3,1,4,,0.38
3input0x1E_X1,0b01101110,OAI21_X1,0b11101010,OK,2,1,3,,0.22
3input0x1E_X1,0b01101110,NAND3_X1,0b11111110,OK,6,0,6,,1.14
3input0x1E_X1,0b01101110,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.45
3input0x1E_X1,0b01101110,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.71
3input0x1E_X1,0b01101110,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.22
3input0x1E_X1,0b01101110,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.72
3input0x1F_X1_DH_N,0b01101111,AND3_X1,0b00000001,OK,4,5,9,,14.77
3input0x1F_X1_DH_N,0b01101111,OR3_X1,0b01111111,OK,4,3,7,,2.10
3input0x1F_X1_DH_N,0b01101111,AOI21_X1,0b10101000,OK,5,0,5,,0.48
3input0x1F_X1_DH_N,0b01101111,OAI21_X1,0b11101010,OK,4,0,4,,0.29
3input0x1F_X1_DH_N,0b01101111,NAND3_X1,0b11111110,OK,4,1,5,,0.60
3input0x1F_X1_DH_N,0b01101111,AOI211_X1,0b1000100010000000,OK,2,2,4,,0.47
3input0x1F_X1_DH_N,0b01101111,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.73
3input0x1F_X1_DH_N,0b01101111,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.66
3input0x1F_X1_DH_N,0b01101111,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.66
3input0x20_X1,0b01111110,AND3_X1,0b00000001,OK,3,6,9,,16.27
3input0x20_X1,0b01111110,OR3_X1,0b01111111,TIMEOUT,,,,,52.53
3input0x20_X1,0b01111110,AOI21_X1,0b10101000,OK,5,0,5,,0.59
3input0x20_X1,0b01111110,OAI21_X1,0b11101010,OK,4,0,4,,0.30
3input0x20_X1,0b01111110,NAND3_X1,0b11111110,OK,6,0,6,,1.22
3input0x20_X1,0b01111110,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.86
3input0x20_X1,0b01111110,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.13
3input0x20_X1,0b01111110,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.21
3input0x20_X1,0b01111110,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.38
OR3_X1,0b01111111,AND2_X1,0b0001,OK,2,4,6,,0.64
OR3_X1,0b01111111,2input0x1_X1,0b0100,OK,2,2,4,,0.25
OR3_X1,0b01111111,OR2_X1,0b0111,OK,2,0,2,,0.07
OR3_X1,0b01111111,XNOR2_X1,0b1001,IMPOSSIBLE_AFFINE,,,,base+INV is closed under affine class L (Post's lattice); target is non-affine,0.00
OR3_X1,0b01111111,2input0x6_X1,0b1101,OK,4,0,4,,0.27
OR3_X1,0b01111111,HA_X1,0b1110,OK,5,1,6,,1.11
OR3_X1,0b01111111,AND3_X1,0b00000001,OK,1,4,5,,0.46
OR3_X1,0b01111111,3input0x1_X1,0b00010000,OK,1,3,4,,0.38
OR3_X1,0b01111111,3input0x2_X1,0b00010100,OK,2,3,5,,0.68
OR3_X1,0b01111111,3input0x3_X1,0b00010101,OK,3,2,5,,0.75
OR3_X1,0b01111111,3input0x8_X1,0b00010110,OK,3,3,6,,3.41
OR3_X1,0b01111111,3input0x9_X1,0b00010111,TIMEOUT,,,,,55.28
OR3_X1,0b01111111,3input0xA_X1,0b00011000,OK,5,0,5,,0.81
OR3_X1,0b01111111,3input0xB_X1,0b00011001,OK,3,1,4,,0.53
OR3_X1,0b01111111,3input0xC_X1,0b00011010,OK,4,0,4,,0.35
OR3_X1,0b01111111,3input0xD_X1,0b00011011,OK,2,1,3,,0.24
OR3_X1,0b01111111,3input0xE_X1,0b00011110,OK,3,1,4,,0.66
OR3_X1,0b01111111,3input0xF_X1,0b00011111,OK,2,1,3,,0.38
OR3_X1,0b01111111,3input0x10_X1,0b00101000,OK,3,1,4,,0.34
OR3_X1,0b01111111,3input0x11_X1_DH_N,0b00101001,OK,5,0,5,,0.85
OR3_X1,0b01111111,3input0x12_X1,0b00101010,OK,5,0,5,,0.59
OR3_X1,0b01111111,3input0x13_X1,0b00101011,TIMEOUT,,,,,53.33
OR3_X1,0b01111111,3input0x14_X1,0b00101100,OK,2,1,3,,0.25
OR3_X1,0b01111111,3input0x15_X1_DH_P,0b00101101,OK,3,0,3,,0.30
OR3_X1,0b01111111,3input0x16_X1,0b00101110,OK,3,0,3,,0.27
OR3_X1,0b01111111,3input0x17_X1,0b00101111,OK,2,0,2,,0.16
OR3_X1,0b01111111,3input0x18_X1,0b00111101,OK,3,0,3,,0.37
OR3_X1,0b01111111,3input0x19_X1,0b00111110,OK,2,1,3,,0.30
OR3_X1,0b01111111,3input0x4_X1,0b01000000,OK,1,2,3,,0.25
OR3_X1,0b01111111,3input0x5_X1,0b01000001,OK,2,2,4,,0.35
OR3_X1,0b01111111,3input0x6_X1,0b01010001,OK,2,2,4,,0.66
OR3_X1,0b01111111,3input0x7_X1,0b01010100,OK,3,2,5,,0.75
OR3_X1,0b01111111,3input0x1A_X1,0b01101000,OK,4,1,5,,1.82
OR3_X1,0b01111111,3input0x1B_X1_DH_N,0b01101001,IMPOSSIBLE_AFFINE,,,,base+INV is closed under affine class L (Post's lattice); target is non-affine,0.00
OR3_X1,0b01111111,3input0x1C_X1,0b01101010,OK,2,1,3,,0.32
OR3_X1,0b01111111,3input0x1D_X1_DH_N,0b01101011,OK,3,0,3,,0.25
OR3_X1,0b01111111,3input0x1E_X1,0b01101110,OK,4,0,4,,0.42
OR3_X1,0b01111111,3input0x1F_X1_DH_N,0b01101111,OK,2,0,2,,0.18
OR3_X1,0b01111111,3input0x20_X1,0b01111110,OK,4,0,4,,0.67
OR3_X1,0b01111111,3input0x23_X1,0b10000001,OK,5,0,5,,0.95
OR3_X1,0b01111111,3input0x24_X1,0b10000010,OK,3,1,4,,0.34
OR3_X1,0b01111111,3input0x25_X1,0b10000011,OK,4,0,4,,0.61
OR3_X1,0b01111111,3input0x26_X1,0b10000110,OK,4,0,4,,0.50
OR3_X1,0b01111111,3input0x27_X1,0b10000111,OK,3,0,3,,0.20
OR3_X1,0b01111111,3input0x28_X1,0b10001001,OK,3,0,3,,0.26
OR3_X1,0b01111111,3input0x29_X1,0b10001010,OK,4,0,4,,0.35
OR3_X1,0b01111111,3input0x2A_X1,0b10001011,OK,3,0,3,,0.19
OR3_X1,0b01111111,3input0x2B_X1,0b10001110,TIMEOUT,,,,,63.67
OR3_X1,0b01111111,3input0x2C_X1,0b10001111,OK,3,0,3,,0.51
OR3_X1,0b01111111,3input0x2D_X1_DH_N,0b10010110,IMPOSSIBLE_AFFINE,,,,base+INV is closed under affine class L (Post's lattice); target is non-affine,0.00
OR3_X1,0b01111111,3input0x2E_X1,0b10010111,OK,3,0,3,,0.30
OR3_X1,0b01111111,3input0x2F_X1,0b10011000,OK,4,0,4,,0.53
OR3_X1,0b01111111,3input0x30_X1,0b10011010,OK,4,0,4,,0.49
OR3_X1,0b01111111,3input0x31_X1,0b10011011,OK,3,0,3,,0.21
OR3_X1,0b01111111,3input0x32_X1,0b10011110,OK,4,0,4,,0.62
OR3_X1,0b01111111,3input0x33_X1,0b10011111,OK,2,0,2,,0.16
OR3_X1,0b01111111,AOI21_X1,0b10101000,OK,5,0,5,,1.10
OR3_X1,0b01111111,3input0x35_X1,0b10101001,OK,4,0,4,,0.39
OR3_X1,0b01111111,3input0x36_X1,0b10101011,OK,5,0,5,,0.83
OR3_X1,0b01111111,3input0x37_X1,0b10101100,OK,2,1,3,,0.23
OR3_X1,0b01111111,3input0x38_X1,0b10101101,OK,3,0,3,,0.35
OR3_X1,0b01111111,3input0x39_X1,0b10101110,OK,4,0,4,,1.01
OR3_X1,0b01111111,3input0x3A_X1,0b10111100,OK,4,0,4,,0.61
OR3_X1,0b01111111,3input0x3B_X1,0b10111101,OK,3,0,3,,0.29
OR3_X1,0b01111111,3input0x3C_X1,0b10111110,OK,4,0,4,,0.63
OR3_X1,0b01111111,3input0x3D_X1,0b10111111,OK,2,0,2,,0.10
OR3_X1,0b01111111,3input0x3E_X1,0b11101000,TIMEOUT,,,,,57.21
OR3_X1,0b01111111,3input0x3F_X1,0b11101001,OK,4,0,4,,0.82
OR3_X1,0b01111111,OAI21_X1,0b11101010,OK,2,1,3,,0.32
OR3_X1,0b01111111,3input0x41_X1,0b11101011,OK,2,1,3,,0.26
OR3_X1,0b01111111,3input0x42_X1,0b11101111,OK,2,1,3,,0.28
OR3_X1,0b01111111,NAND3_X1,0b11111110,OK,2,2,4,,0.45
OR3_X1,0b01111111,AOI211_X1,0b1000100010000000,OK,1,2,3,,0.24
OR3_X1,0b01111111,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.65
OR3_X1,0b01111111,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.66
OR3_X1,0b01111111,OAI211_X1,0b1111111011101110,OK,3,1,4,,1.17
3input0x23_X1,0b10000001,AND3_X1,0b00000001,TIMEOUT,,,,,55.39
3input0x23_X1,0b10000001,OR3_X1,0b01111111,OK,3,6,9,,18.73
3input0x23_X1,0b10000001,AOI21_X1,0b10101000,OK,4,0,4,,0.48
3input0x23_X1,0b10000001,OAI21_X1,0b11101010,OK,5,0,5,,0.76
3input0x23_X1,0b10000001,NAND3_X1,0b11111110,OK,7,0,7,,2.16
3input0x23_X1,0b10000001,AOI211_X1,0b1000100010000000,OK,4,1,5,,1.00
3input0x23_X1,0b10000001,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.19
3input0x23_X1,0b10000001,OAI22_X1,0b1111100010001000,OK,4,1,5,,1.14
3input0x23_X1,0b10000001,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.28
3input0x24_X1,0b10000010,AND3_X1,0b00000001,OK,4,4,8,,8.39
3input0x24_X1,0b10000010,OR3_X1,0b01111111,OK,4,4,8,,5.46
3input0x24_X1,0b10000010,AOI21_X1,0b10101000,OK,4,0,4,,0.40
3input0x24_X1,0b10000010,OAI21_X1,0b11101010,OK,5,0,5,,0.78
3input0x24_X1,0b10000010,NAND3_X1,0b11111110,OK,4,2,6,,1.17
3input0x24_X1,0b10000010,AOI211_X1,0b1000100010000000,OK,2,1,3,,0.24
3input0x24_X1,0b10000010,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.49
3input0x24_X1,0b10000010,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.76
3input0x24_X1,0b10000010,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.54
3input0x25_X1,0b10000011,AND3_X1,0b00000001,OK,4,5,9,,15.70
3input0x25_X1,0b10000011,OR3_X1,0b01111111,OK,3,5,8,,4.43
3input0x25_X1,0b10000011,AOI21_X1,0b10101000,OK,4,0,4,,0.47
3input0x25_X1,0b10000011,OAI21_X1,0b11101010,OK,3,1,4,,0.53
3input0x25_X1,0b10000011,NAND3_X1,0b11111110,OK,7,0,7,,1.98
3input0x25_X1,0b10000011,AOI211_X1,0b1000100010000000,OK,4,1,5,,1.11
3input0x25_X1,0b10000011,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.21
3input0x25_X1,0b10000011,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.82
3input0x25_X1,0b10000011,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.33
3input0x26_X1,0b10000110,AND3_X1,0b00000001,TIMEOUT,,,,,38.82
3input0x26_X1,0b10000110,OR3_X1,0b01111111,TIMEOUT,,,,,40.97
3input0x26_X1,0b10000110,AOI21_X1,0b10101000,OK,5,0,5,,0.65
3input0x26_X1,0b10000110,OAI21_X1,0b11101010,OK,5,0,5,,0.79
3input0x26_X1,0b10000110,NAND3_X1,0b11111110,OK,6,1,7,,2.40
3input0x26_X1,0b10000110,AOI211_X1,0b1000100010000000,OK,4,1,5,,1.28
3input0x26_X1,0b10000110,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.69
3input0x26_X1,0b10000110,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.95
3input0x26_X1,0b10000110,OAI211_X1,0b1111111011101110,OK,5,1,6,,2.14
3input0x27_X1,0b10000111,AND3_X1,0b00000001,TIMEOUT,,,,,50.50
3input0x27_X1,0b10000111,OR3_X1,0b01111111,OK,4,5,9,,11.07
3input0x27_X1,0b10000111,AOI21_X1,0b10101000,OK,4,0,4,,0.40
3input0x27_X1,0b10000111,OAI21_X1,0b11101010,OK,4,0,4,,0.54
3input0x27_X1,0b10000111,NAND3_X1,0b11111110,OK,6,1,7,,2.71
3input0x27_X1,0b10000111,AOI211_X1,0b1000100010000000,OK,4,1,5,,0.94
3input0x27_X1,0b10000111,AOI22_X1,0b1110111011100000,OK,4,1,5,,1.20
3input0x27_X1,0b10000111,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.83
3input0x27_X1,0b10000111,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.45
3input0x28_X1,0b10001001,AND3_X1,0b00000001,OK,5,4,9,,7.31
3input0x28_X1,0b10001001,OR3_X1,0b01111111,OK,3,6,9,,26.25
3input0x28_X1,0b10001001,AOI21_X1,0b10101000,OK,2,1,3,,0.20
3input0x28_X1,0b10001001,OAI21_X1,0b11101010,OK,3,1,4,,0.45
3input0x28_X1,0b10001001,NAND3_X1,0b11111110,OK,6,0,6,,1.43
3input0x28_X1,0b10001001,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.61
3input0x28_X1,0b10001001,AOI22_X1,0b1110111011100000,OK,2,1,3,,0.54
3input0x28_X1,0b10001001,OAI22_X1,0b1111100010001000,OK,3,1,4,,1.02
3input0x28_X1,0b10001001,OAI211_X1,0b1111111011101110,OK,3,1,4,,1.00
3input0x29_X1,0b10001010,AND3_X1,0b00000001,OK,2,4,6,,0.85
3input0x29_X1,0b10001010,OR3_X1,0b01111111,OK,2,4,6,,1.33
3input0x29_X1,0b10001010,AOI21_X1,0b10101000,OK,2,0,2,,0.10
3input0x29_X1,0b10001010,OAI21_X1,0b11101010,OK,2,1,3,,0.25
3input0x29_X1,0b10001010,NAND3_X1,0b11111110,OK,5,1,6,,1.29
3input0x29_X1,0b10001010,AOI211_X1,0b1000100010000000,OK,2,1,3,,0.27
3input0x29_X1,0b10001010,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.70
3input0x29_X1,0b10001010,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.70
3input0x29_X1,0b10001010,OAI211_X1,0b1111111011101110,OK,3,1,4,,1.08
3input0x2A_X1,0b10001011,AND3_X1,0b00000001,OK,4,5,9,,10.01
3input0x2A_X1,0b10001011,OR3_X1,0b01111111,OK,4,5,9,,9.59
3input0x2A_X1,0b10001011,AOI21_X1,0b10101000,OK,3,0,3,,0.21
3input0x2A_X1,0b10001011,OAI21_X1,0b11101010,OK,3,0,3,,0.18
3input0x2A_X1,0b10001011,NAND3_X1,0b11111110,OK,6,0,6,,1.08
3input0x2A_X1,0b10001011,AOI211_X1,0b1000100010000000,OK,3,1,4,,0.47
3input0x2A_X1,0b10001011,AOI22_X1,0b1110111011100000,OK,2,1,3,,0.45
3input0x2A_X1,0b10001011,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.37
3input0x2A_X1,0b10001011,OAI211_X1,0b1111111011101110,OK,3,1,4,,0.89
3input0x2B_X1,0b10001110,AND3_X1,0b00000001,OK,4,4,8,,5.28
3input0x2B_X1,0b10001110,OR3_X1,0b01111111,OK,4,4,8,,11.38
3input0x2B_X1,0b10001110,AOI21_X1,0b10101000,OK,4,0,4,,0.45
3input0x2B_X1,0b10001110,OAI21_X1,0b11101010,OK,4,0,4,,0.46
3input0x2B_X1,0b10001110,NAND3_X1,0b11111110,OK,4,2,6,,1.11
3input0x2B_X1,0b10001110,AOI211_X1,0b1000100010000000,OK,4,1,5,,1.22
3input0x2B_X1,0b10001110,AOI22_X1,0b1110111011100000,OK,3,1,4,,0.73
3input0x2B_X1,0b10001110,OAI22_X1,0b1111100010001000,OK,3,1,4,,0.67
3input0x2B_X1,0b10001110,OAI211_X1,0b1111111011101110,OK,4,1,5,,1.87
3input0x2C_X1,0b10001111,AND3_X1,0b00000001,OK,4,4,8,,2.38
3input0x2C_X1,0b10001111,OR3_X1,0b01111111,OK,2,2,4,,0.77
3input0x2C_X1,0b10001111,AOI21_X1,0b10101000,OK,4,0,4,,0.37
3input0x2C_X1,0b10001111,OAI21_X1,0b11101010,OK,2,0,2,,0.13
3input0x2C_X1,0b10001111,NAND3_X1,0b11111110,OK,5,1,6,,1.23
3input0x2C_X1,0b10001111,AOI211_X1,0b1000100010000000,OK,2,2,4,,0.50
3input0x2C_X1,0b10001111,AOI22_X1,0b1110111011100000,OK,2,1,3,,0.40
3input0x2C_X1,0b10001111,OAI22_X1,0b1111100010001000,OK,2,1,3,,0.40
3input0x2C_X1,0b10001111,OAI211_X1,0b1111111011101110,OK,2,1,3,,0.49
3input0x2D_X1_DH_N,0b10010110,AND3_X1,0b00000001,TIMEOUT,,,,,40.11
3input0x2D_X1_DH_N,0b10010110,OR3_X1,0b01111111,TIMEOUT,,,,,69.15
3input0x2D_X1_DH_N,0b10010110,AOI21_X1,0b10101000,OK,5,0,5,,0.66
3input0x2D_X1_DH_N,0b10010110,OAI21_X1,0b11101010,OK,5,0,5,,0.83
